locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
cg1935,cg1935,BX927147.1,,1815252.0,1815992.0,+,Bacterial regulatory protein%2C GntR family,Transcription,,Op1096
cg1936,cg1936,BX927147.1,,1816359.0,1817126.0,+,putative secreted protein,Cell wall/membrane/envelope biogenesis,,Op1097
cg1937,cg1937,BX927147.1,,1817145.0,1817603.0,+,putative secreted protein,No COG annotation,,Op1097
cg1938,cg1938,BX927147.1,,1817923.0,1818111.0,+,hypothetical protein predicted by Glimmer,No COG annotation,,Op1098
cg1940,cg1940,BX927147.1,,1818604.0,1819278.0,+,putative secreted protein,No COG annotation,,Op1099
cg1941,cg1941,BX927147.1,,1819275.0,1819694.0,+,putative secreted protein,No COG annotation,,Op1099
cg1942,cg1942,BX927147.1,,1819944.0,1820249.0,+,putative secreted protein,No COG annotation,,Op1100
cg1943,cg1943,BX927147.1,,1820270.0,1820641.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1100
cg1944,cg1944,BX927147.1,,1821217.0,1821426.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1101
cg1945,cg1945,BX927147.1,,1821650.0,1823863.0,-,conserved hypothetical protein,Function unknown,,Op1102
cg1946,cg1946,BX927147.1,,1824049.0,1825797.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1103
cg1947,cg1947,BX927147.1,,1825843.0,1826064.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1104
cg1948,cg1948,BX927147.1,,1826256.0,1826402.0,+,hypothetical protein predicted by Glimmer,No COG annotation,,Op1105
cg1949,cg1949,BX927147.1,,1826647.0,1827078.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1106
cg1950,tnp14b(ISCg14a),BX927147.1,,1827220.0,1828116.0,-,transposase,"Replication, recombination and repair",,Op1107
cg1951,tnp14a(ISCg14a),BX927147.1,,1828113.0,1828409.0,-,transposase,"Replication, recombination and repair",,Op1108
cg1954,cg1954,BX927147.1,,1831157.0,1831372.0,-,hypothetical protein,No COG annotation,,Op1109
cg1955,cg1955,BX927147.1,,1832237.0,1833538.0,+,putative secreted protein,No COG annotation,,Op1110
cg1956,recJ,BX927147.1,,1833657.0,1835519.0,+,SINGLE-STRANDED-DNA-SPECIFIC EXONUCLEASE,"Replication, recombination and repair",,Op1111
cg1957,cg1957,BX927147.1,,1835618.0,1836400.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1112
cg1959,priP,BX927147.1,,1838024.0,1839799.0,+,PROPHAGE DNA PRIMASE,Function unknown,,Op1113
cg1960,cg1960,BX927147.1,,1839821.0,1843612.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1113
cg1961,cg1961,BX927147.1,,1843707.0,1844156.0,+,hypothetical protein predicted by Glimmer,No COG annotation,,Op1114
cg1962,cg1962,BX927147.1,,1844276.0,1844812.0,+,putative membrane protein,No COG annotation,,Op1115
cg1963,cg1963,BX927147.1,,1844990.0,1846831.0,+,Superfamily II DNA/RNA helicase,Transcription,,Op1116
cg1964,cg1964,BX927147.1,,1846955.0,1847332.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1117
cg1965,cg1965,BX927147.1,,1847344.0,1847682.0,+,similarity to hypothetical protein gp57-phage N15,Function unknown,,Op1117
cg1966,cg1966,BX927147.1,,1847802.0,1848158.0,-,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op1118
cg1967,cg1967,BX927147.1,,1848787.0,1849407.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1119
cg1968,cg1968,BX927147.1,,1849410.0,1849949.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1119
cg1969,cg1969,BX927147.1,,1849981.0,1850511.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1119
cg1970,cg1970,BX927147.1,,1850511.0,1851260.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1119
cg1971,cg1971,BX927147.1,,1851253.0,1851441.0,+,hypothetical protein predicted by Glimmer,No COG annotation,,Op1119
cg1972,cg1972,BX927147.1,,1851546.0,1851881.0,+,putative translation elongation factor (GTPase),No COG annotation,,Op1120
cg1974,cg1974,BX927147.1,,1851943.0,1852521.0,-,putative lysin,Cell wall/membrane/envelope biogenesis,,Op1121
cg1975,cg1975,BX927147.1,,1852692.0,1853915.0,+,conserved hypothetical protein,No COG annotation,,Op1122
cg1976,cg1976,BX927147.1,,1854068.0,1855348.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1123
cg1977,cg1977,BX927147.1,,1855754.0,1856329.0,+,putative secreted protein,No COG annotation,,Op1124
cg1978,cg1978,BX927147.1,,1856530.0,1856712.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1125
cg1980,cg1980,BX927147.1,,1857004.0,1858263.0,+,MoxR-like ATPase,Transcription,,Op1126
cg1981,cg1981,BX927147.1,,1858387.0,1860213.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1127
cg1982,cg1982,BX927147.1,,1860235.0,1862202.0,+,ATPase with chaperone activity%2C ATP-binding subunit,"Post-translational modification, protein turnover, and chaperones",,Op1127
cg1983,cg1983,BX927147.1,,1862224.0,1862700.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1127
cg1984,cg1984,BX927147.1,,1862792.0,1862950.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1128
cg1985,cg1985,BX927147.1,,1863007.0,1866774.0,+,Superfamily I DNA or RNA helicase,"Replication, recombination and repair",,Op1129
cg1986,cg1986,BX927147.1,,1866863.0,1867297.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1130
cg1987,cg1987,BX927147.1,,1867314.0,1867694.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1131
cg1988,cg1988,BX927147.1,,1867800.0,1868267.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1132
cg1989,cg1989,BX927147.1,,1868304.0,1868570.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1132
cg1990,cg1990,BX927147.1,,1868570.0,1869349.0,+,NUDIIX hydrolase,"Replication, recombination and repair",,Op1132
cg1991,cg1991,BX927147.1,,1869358.0,1870062.0,+,SIMILAR TO GP52-BACTEROPHAGE PHIC31,Coenzyme transport and metabolism,,Op1132
cg1992,cg1992,BX927147.1,,1870140.0,1870367.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op1133
cg1993,cg1993,BX927147.1,,1870396.0,1872564.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1133
cg1994,cg1994,BX927147.1,,1872570.0,1872845.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1134
cg1995,cg1995,BX927147.1,,1872849.0,1879358.0,-,hypothetical protein predicted by Glimmer/Critica,Transcription,,Op1135
cg1996,cglIM,BX927147.1,,1879784.0,1880875.0,+,MODIFICATION METHYLASE,Coenzyme transport and metabolism,,Op1136
cg1997,cglIR,BX927147.1,,1880884.0,1881960.0,+,TYPE II RESTRICTION ENDONUCLEASE,"Replication, recombination and repair",,Op1136
cg1998,cglIIR,BX927147.1,,1881962.0,1883860.0,+,RESTRICTION ENDONUCLEASE CGLIIR PROTEIN,"Replication, recombination and repair",,Op1136
cg1999,cg1999,BX927147.1,,1883939.0,1885462.0,-,hypothetical protein predicted by Glimmer/Critica,"Intracellular trafficking, secretion, and vesicular transport",,Op1137
cg2000,cg2000,BX927147.1,,1885689.0,1886360.0,-,putative membrane protein,No COG annotation,,Op1138
cg2001,cg2001,BX927147.1,,1886702.0,1888522.0,+,conserved hypothetical protein,Transcription,,Op1139
cg2002,cg2002,BX927147.1,,1888877.0,1889065.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1140
cg2003,cg2003,BX927147.1,,1889157.0,1889510.0,-,conserved hypothetical protein,"Replication, recombination and repair",,Op1141
cg2004,cg2004,BX927147.1,,1889700.0,1890917.0,-,SIMILAR TO 232 PROTEIN-LACTOBACILLUS BACTERIOPHAGE g1e,No COG annotation,,Op1142
cg2005,cg2005,BX927147.1,,1891497.0,1893179.0,-,CONSERVED HYPOTHETICAL PROTEIN-PLASMID ENCODED,"Intracellular trafficking, secretion, and vesicular transport",,Op1143
cg2006,cg2006,BX927147.1,,1893301.0,1894509.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1144
cg2007,cg2007,BX927147.1,,1894857.0,1896104.0,-,putative membrane protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1145
cg2008,cg2008,BX927147.1,,1896208.0,1898703.0,-,putative membrane protein,"Cell cycle control, cell division, chromosome partitioning",,Op1146
cg2009,cg2009,BX927147.1,,1898843.0,1900630.0,-,PUTATIVE CLP-FAMILY ATP-BINDING PROTEASE,"Post-translational modification, protein turnover, and chaperones",,Op1147
cg2010,cg2010,BX927147.1,,1900702.0,1901280.0,-,Permease of the major facilitator superfamily,No COG annotation,,Op1148
cg2011,cg2011,BX927147.1,,1901273.0,1902388.0,-,putative membrane protein,Cell wall/membrane/envelope biogenesis,,Op1148
cg2012,cg2012,BX927147.1,,1902535.0,1903383.0,-,putative secreted protein,No COG annotation,,Op1149
cg2014,cg2014,BX927147.1,,1903474.0,1904355.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1150
cg2015,cg2015,BX927147.1,,1904582.0,1907350.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1151
cg2016,cg2016,BX927147.1,,1907442.0,1908044.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1152
cg2017,cg2017,BX927147.1,,1908133.0,1909386.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1153
cg2018,cg2018,BX927147.1,,1909434.0,1910132.0,-,putative membrane protein,No COG annotation,,Op1154
cg2019,cg2019,BX927147.1,,1910254.0,1910970.0,-,putative membrane protein,No COG annotation,,Op1155
cg2020,cg2020,BX927147.1,,1910970.0,1911980.0,-,putative membrane protein,No COG annotation,,Op1155
cg2021,cg2021,BX927147.1,,1912111.0,1913772.0,-,SIMILAR TO P18%2C BACTERIOPHAGE CP-1 (STREPTOCOCCUS PNEUMONIAE),"Cell cycle control, cell division, chromosome partitioning",,Op1156
cg2022,cg2022,BX927147.1,,1913802.0,1915265.0,-,putative secreted protein,No COG annotation,,Op1156
cg2023,cg2023,BX927147.1,,1915442.0,1915801.0,-,putative membrane protein,No COG annotation,,Op1157
cg2024,cg2024,BX927147.1,,1916194.0,1917705.0,-,putative nuclease subunit of the excinuclease complex,"Replication, recombination and repair",,Op1158
cg2025,cg2025,BX927147.1,,1917900.0,1918208.0,+,hypothetical protein predicted by Glimmer,No COG annotation,,Op1159
cg2026,cg2026,BX927147.1,,1918416.0,1918640.0,+,hypothetical protein predicted by Glimmer,Function unknown,,Op1160
cg2027,cg2027,BX927147.1,,1918798.0,1918986.0,-,hypothetical protein,No COG annotation,,Op1161
cg2028,cg2028,BX927147.1,,1919033.0,1919680.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1162
cg2029,cg2029,BX927147.1,,1920172.0,1920933.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op1163
cg2030,cg2030,BX927147.1,,1921115.0,1921666.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op1164
cg2031,cg2031,BX927147.1,,1921816.0,1922748.0,-,conserved hypothetical protein,Function unknown,,Op1165
cg2032,cg2032,BX927147.1,,1923016.0,1927482.0,-,putative membrane protein,No COG annotation,,Op1166
cg2033,cg2033,BX927147.1,,1927728.0,1928309.0,-,putative secreted protein,No COG annotation,,Op1167
cg2034,cg2034,BX927147.1,,1928714.0,1929661.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1168
cg2035,cg2035,BX927147.1,,1929683.0,1929856.0,+,putative methyltransferase,No COG annotation,,Op1169
cg2036,cg2036,BX927147.1,,1930006.0,1930383.0,+,putative secreted protein,No COG annotation,,Op1170
cg2037,cg2037,BX927147.1,,1930528.0,1932351.0,-,conserved hypothetical protein,No COG annotation,,Op1171
cg2038,cg2038,BX927147.1,,1932459.0,1932662.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op1172
cg2039,cg2039,BX927147.1,,1932890.0,1933351.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1173
cg2040,cg2040,BX927147.1,,1933404.0,1933787.0,-,putative transcriptional regulator,Transcription,,Op1174
cg2041,cg2041,BX927147.1,,1933842.0,1934351.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op1175
cg2042,cg2042,BX927147.1,,1934991.0,1935830.0,-,putative secreted protein,No COG annotation,,Op1176
cg2043,cg2043,BX927147.1,,1936440.0,1937384.0,-,conserved hypothetical protein,"Post-translational modification, protein turnover, and chaperones",,Op1177
cg2044,cg2044,BX927147.1,,1937764.0,1938324.0,+,putative secreted protein,No COG annotation,,Op1178
cg2045,cg2045,BX927147.1,,1938346.0,1938450.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1179
cg2046,cg2046,BX927147.1,,1938674.0,1938886.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1180
cg2047,cg2047,BX927147.1,,1938955.0,1939491.0,-,putative secreted protein,No COG annotation,,Op1181
cg2048,cg2048,BX927147.1,,1940000.0,1940536.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1182
cg2049,cg2049,BX927147.1,,1940666.0,1941610.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1183
cg2050,cg2050,BX927147.1,,1941729.0,1942319.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1184
cg2051,cg2051,BX927147.1,,1942579.0,1943025.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1185
cg2052,cg2052,BX927147.1,,1943201.0,1943902.0,-,putative secreted protein,No COG annotation,,Op1186
cg2053,cg2053,BX927147.1,,1944045.0,1944287.0,+,putative membrane protein,No COG annotation,,Op1187
cg2054,cg2054,BX927147.1,,1944567.0,1944785.0,+,putative membrane protein,No COG annotation,,Op1188
cg2055,cg2055,BX927147.1,,1944817.0,1945128.0,+,putative membrane protein,No COG annotation,,Op1189
cg2056,cg2056,BX927147.1,,1945263.0,1946039.0,+,putative membrane protein,No COG annotation,,Op1190
cg2057,cg2057,BX927147.1,,1946077.0,1946907.0,-,putative secreted protein,No COG annotation,,Op1191
cg2058,cg2058,BX927147.1,,1947064.0,1947339.0,-,hypothetical protein predicted by Glimmer and Critica,No COG annotation,,Op1192
cg2059,cg2059,BX927147.1,,1947421.0,1947804.0,-,putative secreted protein,No COG annotation,,Op1193
cg4007,cg4007,BX927147.1,,1947801.0,1948115.0,-,hypothetical protein,No COG annotation,,Op1194
cg2060,cg2060,BX927147.1,,1948078.0,1948509.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1195
cg2061,psp3,BX927147.1,,1948539.0,1950122.0,-,putative secreted protein,Cell wall/membrane/envelope biogenesis,,Op1195
cg2062,cg2062,BX927147.1,,1950490.0,1952922.0,-,SIMILAR TO PLASMID-ENCODED PROTEIN PXO2.09,No COG annotation,,Op1196
cg2063,cg2063,BX927147.1,,1953088.0,1953957.0,-,putative membrane protein,No COG annotation,,Op1197
cg2064,cg2064,BX927147.1,,1954015.0,1956294.0,-,DNA TOPOISOMERASE I (OMEGA-PROTEIN),"Replication, recombination and repair",,Op1198
cg2065,cg2065,BX927147.1,,1957672.0,1959750.0,-,Superfamily II DNA or RNA helicase,"Replication, recombination and repair",,Op1199
cg2066,cg2066,BX927147.1,,1959919.0,1960812.0,-,Uncharacterized low-complexity protein,Function unknown,,Op1200
cg2067,cg2067,BX927147.1,,1961234.0,1961668.0,-,conserved hypothetical protein,Function unknown,,Op1201
cg2068,cg2068,BX927147.1,,1961840.0,1962586.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op1202
cg2069,psp1,BX927147.1,,1962583.0,1964478.0,-,Putative secreted protein,Cell wall/membrane/envelope biogenesis,,Op1202
cg2070,'int2,BX927147.1,,1964606.0,1964752.0,-,putative phage integrase (C-terminal fragment),No COG annotation,,Op1203
cg2071,int2',BX927147.1,,1964653.0,1965342.0,-,putative phage Integrase (N-terminal fragment),"Replication, recombination and repair",,Op1204
cg2072,cg2072,BX927147.1,,1965828.0,1966136.0,-,Di-and tricarboxylate transporter,Inorganic ion transport and metabolism,,Op1205
cg2073,cg2073,BX927147.1,,1966229.0,1966588.0,+,conserved hypothetical protein,Carbohydrate transport and metabolism,,Op1206
cg2074,cg2074,BX927147.1,,1966816.0,1967163.0,+,conserved hypothetical protein,No COG annotation,,Op1207
cg2075,cg2075,BX927147.1,,1967216.0,1967554.0,+,conserved hypothetical protein,No COG annotation,,Op1208
cg2076,ribD,BX927147.1,,1967593.0,1968291.0,+,RIBOFLAVIN SPECIFIC DEAMINASE,Coenzyme transport and metabolism,,Op1208
cg2077,cg2077,BX927147.1,,1968337.0,1969593.0,+,putative membrane protein,Function unknown,,Op1209
cg2078,cg2078,BX927147.1,,1969590.0,1970000.0,+,PEPTIDE METHIONINE SULFOXIDE REDUCTASE-RELATED PROTEIN,"Post-translational modification, protein turnover, and chaperones",,Op1209
cg2079,cg2079,BX927147.1,,1970566.0,1971264.0,-,conserved hypothetical protein,Function unknown,,Op1210
cg2080,cg2080,BX927147.1,,1971537.0,1972163.0,+,conserved hypothetical protein,Function unknown,,Op1211
cg2081,rnd,BX927147.1,,1972174.0,1973385.0,+,PROBABLE RIBONUCLEASE D PROTEIN,"Translation, ribosomal structure and biogenesis",,Op1211
cg2083,dxs,BX927147.1,,1973447.0,1975357.0,-,PROBABLE 1-DEOXYXYLULOSE-5-PHOSPHATE SYNTHASE PROTEIN,Coenzyme transport and metabolism,,Op1212
cg2084,cg2084,BX927147.1,,1975507.0,1976745.0,-,PUTATIVE RNA METHYLTRANSFERASE,"Translation, ribosomal structure and biogenesis",,Op1213
cg2085,cg2085,BX927147.1,,1976822.0,1977685.0,-,conserved hypothetical protein,Function unknown,,Op1214
cg2086,dut,BX927147.1,,1977783.0,1978232.0,-,PROBABLE DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHY,Nucleotide transport and metabolism,,Op1215
cg2087,cg2087,BX927147.1,,1978271.0,1978849.0,+,putative membrane protein,Function unknown,,Op1216
cg2088,cg2088,BX927147.1,,1978921.0,1979130.0,-,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op1217
cg2089,cg2089,BX927147.1,,1979325.0,1979618.0,-,conserved hypothetical protein,Function unknown,,Op1218
cg2090,suhB,BX927147.1,,1979769.0,1980611.0,-,MYO-INOSITOL-1(OR 4)-MONOPHOSPHATASE,Carbohydrate transport and metabolism,,Op1219
cg2091,ppgK,BX927147.1,,1980681.0,1981433.0,+,POLYPHOSPHATE GLUCOKINASE,Carbohydrate transport and metabolism,,Op1220
cg2092,sigA,BX927147.1,,1981923.0,1983407.0,+,RNA POLYMERASE SIGMA 70 FACTOR,Transcription,,Op1221
cg2094,cg2094,BX927147.1,,1984044.0,1984148.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1222
cg2095,cg2095,BX927147.1,,1984207.0,1985613.0,-,putative membrane protein,Function unknown,,Op1223
cg2096,cg2096,BX927147.1,,1985630.0,1986169.0,-,putative membrane protein,No COG annotation,,Op1223
cg2097,cg2097,BX927147.1,,1986302.0,1988014.0,-,DNA or RNA helicase of superfamily II,"Replication, recombination and repair",,Op1224
cg2098,cg2098,BX927147.1,,1988011.0,1988250.0,-,conserved hypothetical protein,Function unknown,,Op1224
cg2099,cg2099,BX927147.1,,1988308.0,1988805.0,+,putative membrane protein,Function unknown,,Op1225
cg2100,cg2100,BX927147.1,,1988792.0,1990327.0,+,rRNA or tRNA methylase,"Translation, ribosomal structure and biogenesis",,Op1225
cg2101,cg2101,BX927147.1,,1990341.0,1990775.0,+,putative D-Tyr-tRNAtyr deacylase,"Translation, ribosomal structure and biogenesis",,Op1225
cg2102,sigB,BX927147.1,,1990902.0,1991897.0,+,RNA POLYMERASE SIGMA FACTOR,Transcription,,Op1226
cg2103,dtxR,BX927147.1,,1992314.0,1993000.0,+,IRON DEPENDENT REGULATORY PROTEIN-DTXR HOMOLOG,Transcription,,Op1227
cg2104,galE,BX927147.1,,1993007.0,1993996.0,+,UDP-GLUCOSE 4-EPIMERASE,Cell wall/membrane/envelope biogenesis,,Op1227
cg2105,cg2105,BX927147.1,,1993993.0,1995318.0,-,conserved hypothetical protein,Function unknown,,Op1228
cg2106,cg2106,BX927147.1,,1995471.0,1996430.0,+,CONSERVED HYPOTHETICAL PROTEIN,Function unknown,,Op1229
cg2107,cg2107,BX927147.1,,1996542.0,1999094.0,+,Superfamily II DNA or RNA helicase,"Replication, recombination and repair",,Op1230
